	respondent,date,collectionpoint,form,question,answer
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Immigration is bad for the US.","Neutral"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226477","2018-04-20 00:34:34","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226478","2018-04-20 00:35:00","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Agree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Disagree"
"1226479","2018-04-20 00:35:25","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Agree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226481","2018-04-20 00:35:47","Free Speech","Free Speech","Immigration is bad for the US.","Neutral"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226482","2018-04-20 00:36:17","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226483","2018-04-20 00:36:47","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226484","2018-04-20 00:37:18","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226485","2018-04-20 00:37:48","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1226486","2018-04-20 00:38:29","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
